Year,Month,Product,State,Requirement(in' MT),Availability(in' MT),,,
2014-2015,February,TSP,Rajasthan,0.00,3526.25,,,
2014-2015,February,UREA,Rajasthan,0.00,7101.65,,,
2014-2015,February,SSP,Rajasthan,0.00,0.00,,,
2014-2015,February,DAP,Sikkim,0.00,0.00,,,
2014-2015,February,MAP,Sikkim,0.00,0.00,,,
2014-2015,February,MOP,Sikkim,0.00,0.00,,,
2014-2015,February,NPK,Sikkim,0.00,0.00,,,
2014-2015,February,TSP,Sikkim,0.00,0.00,,,
2014-2015,February,UREA,Sikkim,0.00,0.00,,,
2014-2015,February,SSP,Sikkim,0.00,0.00,,,
2014-2015,February,DAP,Tamil Nadu,0.00,22088.95,,,
2014-2015,February,MAP,Tamil Nadu,0.00,0.00,,,
2014-2015,February,MOP,Tamil Nadu,0.00,22668.75,,,
2014-2015,February,NPK,Tamil Nadu,0.00,39589.92,,,
2014-2015,February,TSP,Tamil Nadu,0.00,0.00,,,
2014-2015,February,UREA,Tamil Nadu,0.00,5406.43,,,
2014-2015,February,SSP,Tamil Nadu,0.00,0.00,,,
2014-2015,February,DAP,Tripura,0.00,3.55,,,
2014-2015,February,MAP,Tripura,0.00,0.00,,,
2014-2015,February,MOP,Tripura,0.00,0.00,,,
2014-2015,February,NPK,Tripura,0.00,5.65,,,
2014-2015,February,TSP,Tripura,0.00,0.00,,,
2014-2015,February,UREA,Tripura,0.00,0.00,,,
2014-2015,February,SSP,Tripura,0.00,0.00,,,
2014-2015,February,DAP,Telangana,25000.00,7430.35,,,
2014-2015,February,MAP,Telangana,0.00,0.00,,,
2014-2015,February,MOP,Telangana,20000.00,16026.34,,,
2014-2015,February,NPK,Telangana,80000.00,41914.59,,,
2014-2015,February,TSP,Telangana,0.00,0.00,,,
2014-2015,February,UREA,Telangana,140000.00,2578.95,,,
2014-2015,February,SSP,Telangana,0.00,0.00,,,
2014-2015,February,DAP,Uttar Pradesh,50000.00,76506.09,,,
2014-2015,February,MAP,Uttar Pradesh,0.00,0.00,,,
2014-2015,February,MOP,Uttar Pradesh,10000.00,32394.60,,,
2014-2015,February,NPK,Uttar Pradesh,30000.00,97987.90,,,
2014-2015,February,TSP,Uttar Pradesh,0.00,16125.25,,,
2014-2015,February,UREA,Uttar Pradesh,450000.00,34909.85,,,
2014-2015,February,SSP,Uttar Pradesh,0.00,0.00,,,
2014-2015,February,DAP,Uttaranchal,0.00,2344.75,,,
2014-2015,February,MAP,Uttaranchal,0.00,0.00,,,
2014-2015,February,MOP,Uttaranchal,0.00,161.25,,,
2014-2015,February,NPK,Uttaranchal,0.00,7067.10,,,
2014-2015,February,TSP,Uttaranchal,0.00,0.00,,,
2014-2015,February,UREA,Uttaranchal,0.00,1859.50,,,
2014-2015,February,SSP,Uttaranchal,0.00,0.00,,,
2014-2015,February,DAP,West Bengal,37500.00,3779.28,,,
2014-2015,February,MAP,West Bengal,0.00,0.00,,,
2014-2015,February,MOP,West Bengal,21000.00,41994.75,,,
2014-2015,February,NPK,West Bengal,50000.00,57593.06,,,
2014-2015,February,TSP,West Bengal,0.00,7377.55,,,
2014-2015,February,UREA,West Bengal,104000.00,1990.36,,,
2014-2015,February,SSP,West Bengal,0.00,0.00,,,
2014-2015,March,DAP,Andaman & Nicobar,0.00,0.00,,,
2014-2015,March,MAP,Andaman & Nicobar,0.00,0.00,,,
2014-2015,March,MOP,Andaman & Nicobar,0.00,0.00,,,
2014-2015,March,NPK,Andaman & Nicobar,0.00,0.00,,,
2014-2015,March,TSP,Andaman & Nicobar,0.00,0.00,,,
2014-2015,March,UREA,Andaman & Nicobar,0.00,0.00,,,
2014-2015,March,SSP,Andaman & Nicobar,0.00,0.00,,,
2014-2015,March,DAP,Andhra Pradesh,25000.00,11051.52,,,
2014-2015,March,MAP,Andhra Pradesh,0.00,0.00,,,
2014-2015,March,MOP,Andhra Pradesh,25000.00,28172.95,,,
2014-2015,March,NPK,Andhra Pradesh,88000.00,68599.54,,,
2014-2015,March,TSP,Andhra Pradesh,0.00,0.00,,,
2014-2015,March,UREA,Andhra Pradesh,125000.00,5739.70,,,
2014-2015,March,SSP,Andhra Pradesh,0.00,0.00,,,
2014-2015,March,DAP,Arunachal Pradesh,0.00,0.00,,,
2014-2015,March,MAP,Arunachal Pradesh,0.00,0.00,,,
2014-2015,March,MOP,Arunachal Pradesh,0.00,0.00,,,
2014-2015,March,NPK,Arunachal Pradesh,0.00,0.00,,,
2014-2015,March,TSP,Arunachal Pradesh,0.00,0.00,,,
2014-2015,March,UREA,Arunachal Pradesh,0.00,0.00,,,
2014-2015,March,SSP,Arunachal Pradesh,0.00,0.00,,,
2014-2015,March,DAP,Assam,0.00,6019.65,,,
2014-2015,March,MAP,Assam,0.00,0.00,,,
2014-2015,March,MOP,Assam,0.00,8865.15,,,
2014-2015,March,NPK,Assam,0.00,1567.55,,,
2014-2015,March,TSP,Assam,0.00,0.00,,,
2014-2015,March,UREA,Assam,0.00,3230.50,,,
2014-2015,March,SSP,Assam,0.00,0.00,,,
2014-2015,March,DAP,Bihar,0.00,18988.45,,,
2014-2015,March,MAP,Bihar,0.00,0.00,,,
2014-2015,March,MOP,Bihar,0.00,20981.75,,,
2014-2015,March,NPK,Bihar,0.00,37353.50,,,
2014-2015,March,TSP,Bihar,0.00,7673.75,,,
2014-2015,March,UREA,Bihar,0.00,12522.47,,,
2014-2015,March,SSP,Bihar,0.00,0.00,,,
2014-2015,March,DAP,Chandigarh,0.00,0.00,,,
2014-2015,March,MAP,Chandigarh,0.00,0.00,,,
2014-2015,March,MOP,Chandigarh,0.00,0.00,,,
2014-2015,March,NPK,Chandigarh,0.00,0.00,,,
2014-2015,March,TSP,Chandigarh,0.00,0.00,,,
2014-2015,March,UREA,Chandigarh,0.00,0.00,,,
2014-2015,March,SSP,Chandigarh,0.00,0.00,,,
2014-2015,March,DAP,Chattishgarh,0.00,22990.80,,,
2014-2015,March,MAP,Chattishgarh,0.00,0.00,,,
2014-2015,March,MOP,Chattishgarh,0.00,17313.30,,,
2014-2015,March,NPK,Chattishgarh,0.00,14867.74,,,
2014-2015,March,TSP,Chattishgarh,0.00,3858.25,,,
2014-2015,March,UREA,Chattishgarh,0.00,4283.80,,,
2014-2015,March,SSP,Chattishgarh,0.00,0.00,,,
2014-2015,March,DAP,Dadra & Nagar Haveli,0.00,216.65,,,
2014-2015,March,MAP,Dadra & Nagar Haveli,0.00,0.00,,,
2014-2015,March,MOP,Dadra & Nagar Haveli,0.00,0.00,,,
2014-2015,March,NPK,Dadra & Nagar Haveli,0.00,12.00,,,
2014-2015,March,TSP,Dadra & Nagar Haveli,0.00,0.00,,,
2014-2015,March,UREA,Dadra & Nagar Haveli,0.00,4.75,,,
2014-2015,March,SSP,Dadra & Nagar Haveli,0.00,0.00,,,
2014-2015,March,DAP,Daman & Diu,0.00,0.00,,,
2014-2015,March,MAP,Daman & Diu,0.00,0.00,,,
2014-2015,March,MOP,Daman & Diu,0.00,0.00,,,
2014-2015,March,NPK,Daman & Diu,0.00,0.00,,,
2014-2015,March,TSP,Daman & Diu,0.00,0.00,,,
2014-2015,March,UREA,Daman & Diu,0.00,0.00,,,
2014-2015,March,SSP,Daman & Diu,0.00,0.00,,,
2014-2015,March,DAP,Delhi,0.00,0.00,,,
2014-2015,March,MAP,Delhi,0.00,0.00,,,
2014-2015,March,MOP,Delhi,0.00,0.00,,,
2014-2015,March,NPK,Delhi,0.00,0.00,,,
2014-2015,March,TSP,Delhi,0.00,0.00,,,
2014-2015,March,UREA,Delhi,200.00,0.00,,,
2014-2015,March,SSP,Delhi,0.00,0.00,,,
2014-2015,March,DAP,Goa,0.00,28.80,,,
2014-2015,March,MAP,Goa,0.00,0.00,,,
2014-2015,March,MOP,Goa,0.00,0.00,,,
2014-2015,March,NPK,Goa,0.00,17.40,,,
2014-2015,March,TSP,Goa,0.00,0.00,,,
2014-2015,March,UREA,Goa,0.00,0.15,,,
2014-2015,March,SSP,Goa,0.00,0.00,,,
2014-2015,March,DAP,Gujarat,0.00,42801.83,,,
2014-2015,March,MAP,Gujarat,0.00,0.00,,,
2014-2015,March,MOP,Gujarat,0.00,6120.05,,,
2014-2015,March,NPK,Gujarat,0.00,75059.10,,,
2014-2015,March,TSP,Gujarat,0.00,6313.85,,,
2014-2015,March,UREA,Gujarat,0.00,29161.54,,,
2014-2015,March,SSP,Gujarat,0.00,0.00,,,
2014-2015,March,DAP,Harayana,0.00,3768.45,,,
2014-2015,March,MAP,Harayana,0.00,0.00,,,
2014-2015,March,MOP,Harayana,0.00,9663.50,,,
2014-2015,March,NPK,Harayana,0.00,8171.15,,,
2014-2015,March,TSP,Harayana,0.00,0.00,,,
2014-2015,March,UREA,Harayana,0.00,11626.15,,,
2014-2015,March,SSP,Harayana,0.00,0.00,,,
2014-2015,March,DAP,Himachal Pradesh,0.00,0.00,,,
2014-2015,March,MAP,Himachal Pradesh,0.00,0.00,,,
2014-2015,March,MOP,Himachal Pradesh,0.00,979.20,,,
2014-2015,March,NPK,Himachal Pradesh,0.00,59.70,,,
2014-2015,March,TSP,Himachal Pradesh,0.00,0.00,,,
2014-2015,March,UREA,Himachal Pradesh,0.00,105.50,,,
2014-2015,March,SSP,Himachal Pradesh,0.00,0.00,,,
2014-2015,March,DAP,Jammu & Kashmir,0.00,4416.70,,,
2014-2015,March,MAP,Jammu & Kashmir,0.00,0.00,,,
2014-2015,March,MOP,Jammu & Kashmir,0.00,3913.40,,,
2014-2015,March,NPK,Jammu & Kashmir,0.00,559.60,,,
2014-2015,March,TSP,Jammu & Kashmir,0.00,0.00,,,
2014-2015,March,UREA,Jammu & Kashmir,0.00,611.85,,,
2014-2015,March,SSP,Jammu & Kashmir,0.00,0.00,,,
2014-2015,March,DAP,Jharkhand,0.00,515.30,,,
2014-2015,March,MAP,Jharkhand,0.00,0.00,,,
2014-2015,March,MOP,Jharkhand,0.00,0.00,,,
2014-2015,March,NPK,Jharkhand,0.00,5525.75,,,
2014-2015,March,TSP,Jharkhand,0.00,0.00,,,
2014-2015,March,UREA,Jharkhand,0.00,219.40,,,
2014-2015,March,SSP,Jharkhand,0.00,0.00,,,
2014-2015,March,DAP,Karnataka,40000.00,25715.08,,,
2014-2015,March,MAP,Karnataka,0.00,0.00,,,
2014-2015,March,MOP,Karnataka,20000.00,41580.00,,,
2014-2015,March,NPK,Karnataka,115000.00,95013.02,,,
2014-2015,March,TSP,Karnataka,0.00,11905.40,,,
2014-2015,March,UREA,Karnataka,55000.00,9414.95,,,
2014-2015,March,SSP,Karnataka,11550.00,0.00,,,
2014-2015,March,DAP,Kerala,0.00,3572.55,,,
2014-2015,March,MAP,Kerala,0.00,0.00,,,
2014-2015,March,MOP,Kerala,0.00,3272.00,,,
2014-2015,March,NPK,Kerala,0.00,13392.03,,,
2014-2015,March,TSP,Kerala,0.00,3156.75,,,
2014-2015,March,UREA,Kerala,0.00,1503.75,,,
2014-2015,March,SSP,Kerala,0.00,0.00,,,
2014-2015,March,DAP,Lakshadweep,0.00,0.00,,,
2014-2015,March,MAP,Lakshadweep,0.00,0.00,,,
2014-2015,March,MOP,Lakshadweep,0.00,0.00,,,
2014-2015,March,NPK,Lakshadweep,0.00,0.00,,,
2014-2015,March,TSP,Lakshadweep,0.00,0.00,,,
2014-2015,March,UREA,Lakshadweep,0.00,0.00,,,
2014-2015,March,SSP,Lakshadweep,0.00,0.00,,,
2014-2015,March,DAP,Madhya Pradesh,0.00,58261.87,,,
2014-2015,March,MAP,Madhya Pradesh,0.00,0.00,,,
2014-2015,March,MOP,Madhya Pradesh,0.00,26824.15,,,
2014-2015,March,NPK,Madhya Pradesh,0.00,39462.05,,,
2014-2015,March,TSP,Madhya Pradesh,0.00,8443.85,,,
2014-2015,March,UREA,Madhya Pradesh,0.00,6663.00,,,
2014-2015,March,SSP,Madhya Pradesh,0.00,0.00,,,
2014-2015,March,DAP,Maharastra,34900.00,21541.07,,,
2014-2015,March,MAP,Maharastra,0.00,0.00,,,
2014-2015,March,MOP,Maharastra,19700.00,80069.62,,,
2014-2015,March,NPK,Maharastra,101000.00,136552.66,,,
2014-2015,March,TSP,Maharastra,0.00,0.00,,,
2014-2015,March,UREA,Maharastra,114100.00,14040.24,,,
2014-2015,March,SSP,Maharastra,0.00,0.00,,,
2014-2015,March,DAP,Manipur,0.00,0.00,,,
2014-2015,March,MAP,Manipur,0.00,0.00,,,
2014-2015,March,MOP,Manipur,0.00,0.00,,,
2014-2015,March,NPK,Manipur,0.00,0.00,,,
2014-2015,March,TSP,Manipur,0.00,0.00,,,
2014-2015,March,UREA,Manipur,0.00,0.00,,,
2014-2015,March,SSP,Manipur,0.00,0.00,,,
2014-2015,March,DAP,Megalaya,0.00,0.00,,,
2014-2015,March,MAP,Megalaya,0.00,0.00,,,
2014-2015,March,MOP,Megalaya,0.00,0.00,,,
2014-2015,March,NPK,Megalaya,0.00,0.00,,,
2014-2015,March,TSP,Megalaya,0.00,0.00,,,
2014-2015,March,UREA,Megalaya,0.00,0.00,,,
2014-2015,March,SSP,Megalaya,0.00,0.00,,,
2014-2015,March,DAP,Mizoram,0.00,0.00,,,
2014-2015,March,MAP,Mizoram,0.00,0.00,,,
2014-2015,March,MOP,Mizoram,0.00,0.00,,,
2014-2015,March,NPK,Mizoram,0.00,0.00,,,
2014-2015,March,TSP,Mizoram,0.00,0.00,,,
2014-2015,March,UREA,Mizoram,0.00,0.00,,,
2014-2015,March,SSP,Mizoram,0.00,0.00,,,
2014-2015,March,DAP,Nagaland,0.00,0.00,,,
2014-2015,March,MAP,Nagaland,0.00,0.00,,,
2014-2015,March,MOP,Nagaland,0.00,0.00,,,
2014-2015,March,NPK,Nagaland,0.00,0.00,,,
2014-2015,March,TSP,Nagaland,0.00,0.00,,,
2014-2015,March,UREA,Nagaland,0.00,0.00,,,
2014-2015,March,SSP,Nagaland,0.00,0.00,,,
2014-2015,March,DAP,Orissa,0.00,6599.05,,,
2014-2015,March,MAP,Orissa,0.00,0.00,,,
2014-2015,March,MOP,Orissa,0.00,9916.60,,,
2014-2015,March,NPK,Orissa,0.00,10774.90,,,
2014-2015,March,TSP,Orissa,0.00,0.00,,,
2014-2015,March,UREA,Orissa,0.00,939.05,,,
2014-2015,March,SSP,Orissa,0.00,0.00,,,
2014-2015,March,DAP,Pondicherry,0.00,74.00,,,
2014-2015,March,MAP,Pondicherry,0.00,0.00,,,
2014-2015,March,MOP,Pondicherry,0.00,149.00,,,
2014-2015,March,NPK,Pondicherry,0.00,185.60,,,
2014-2015,March,TSP,Pondicherry,0.00,0.00,,,
2014-2015,March,UREA,Pondicherry,0.00,118.00,,,
2014-2015,March,SSP,Pondicherry,0.00,0.00,,,
2014-2015,March,DAP,Punjab,0.00,6802.20,,,
2014-2015,March,MAP,Punjab,0.00,0.00,,,
2014-2015,March,MOP,Punjab,0.00,11854.65,,,
2014-2015,March,NPK,Punjab,0.00,984.50,,,
2014-2015,March,TSP,Punjab,0.00,3355.30,,,
2014-2015,March,UREA,Punjab,0.00,1177.26,,,
2014-2015,March,SSP,Punjab,0.00,0.00,,,
2014-2015,March,DAP,Rajasthan,0.00,4171.15,,,
2014-2015,March,MAP,Rajasthan,0.00,0.00,,,
2014-2015,March,MOP,Rajasthan,0.00,3936.70,,,
2014-2015,March,NPK,Rajasthan,0.00,3420.90,,,
2014-2015,March,TSP,Rajasthan,0.00,3526.25,,,
2014-2015,March,UREA,Rajasthan,0.00,2295.05,,,
2014-2015,March,SSP,Rajasthan,0.00,0.00,,,
2014-2015,March,DAP,Sikkim,0.00,0.00,,,
2014-2015,March,MAP,Sikkim,0.00,0.00,,,
2014-2015,March,MOP,Sikkim,0.00,0.00,,,
2014-2015,March,NPK,Sikkim,0.00,0.00,,,
2014-2015,March,TSP,Sikkim,0.00,0.00,,,
2014-2015,March,UREA,Sikkim,0.00,0.00,,,
2014-2015,March,SSP,Sikkim,0.00,0.00,,,
2014-2015,March,DAP,Tamil Nadu,0.00,18800.05,,,
2014-2015,March,MAP,Tamil Nadu,0.00,0.00,,,
2014-2015,March,MOP,Tamil Nadu,0.00,15534.25,,,
2014-2015,March,NPK,Tamil Nadu,0.00,40036.32,,,
2014-2015,March,TSP,Tamil Nadu,0.00,0.00,,,
2014-2015,March,UREA,Tamil Nadu,0.00,6407.13,,,
2014-2015,March,SSP,Tamil Nadu,0.00,0.00,,,
2014-2015,March,DAP,Tripura,0.00,3.55,,,
2014-2015,March,MAP,Tripura,0.00,0.00,,,
2014-2015,March,MOP,Tripura,0.00,0.00,,,
2014-2015,March,NPK,Tripura,0.00,5.65,,,
2014-2015,March,TSP,Tripura,0.00,0.00,,,
2014-2015,March,UREA,Tripura,0.00,0.00,,,
2014-2015,March,SSP,Tripura,0.00,0.00,,,
2014-2015,March,DAP,Telangana,25000.00,6809.65,,,
2014-2015,March,MAP,Telangana,0.00,0.00,,,
2014-2015,March,MOP,Telangana,20000.00,11496.29,,,
2014-2015,March,NPK,Telangana,70000.00,43737.10,,,
2014-2015,March,TSP,Telangana,0.00,0.00,,,
2014-2015,March,UREA,Telangana,80000.00,7193.45,,,
2014-2015,March,SSP,Telangana,0.00,0.00,,,
2014-2015,March,DAP,Uttar Pradesh,50000.00,95979.68,,,
2014-2015,March,MAP,Uttar Pradesh,0.00,0.00,,,
2014-2015,March,MOP,Uttar Pradesh,10000.00,28204.20,,,
2014-2015,March,NPK,Uttar Pradesh,20000.00,100369.45,,,
2014-2015,March,TSP,Uttar Pradesh,0.00,16125.25,,,
2014-2015,March,UREA,Uttar Pradesh,100000.00,107283.35,,,
2014-2015,March,SSP,Uttar Pradesh,0.00,0.00,,,
2014-2015,March,DAP,Uttaranchal,0.00,3036.50,,,
2014-2015,March,MAP,Uttaranchal,0.00,0.00,,,
2014-2015,March,MOP,Uttaranchal,0.00,153.75,,,
2014-2015,March,NPK,Uttaranchal,0.00,8290.50,,,
2014-2015,March,TSP,Uttaranchal,0.00,0.00,,,
2014-2015,March,UREA,Uttaranchal,0.00,326.15,,,
2014-2015,March,SSP,Uttaranchal,0.00,0.00,,,
2014-2015,March,DAP,West Bengal,25000.00,5278.06,,,
2014-2015,March,MAP,West Bengal,0.00,0.00,,,
2014-2015,March,MOP,West Bengal,14000.00,47504.40,,,
2014-2015,March,NPK,West Bengal,50000.00,64668.48,,,
2014-2015,March,TSP,West Bengal,0.00,7377.55,,,
2014-2015,March,UREA,West Bengal,80000.00,1686.18,,,
2014-2015,March,SSP,West Bengal,30000.00,0.00,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,April,NPK,Maharastra,146100.00,47448.31,,,
,April,SSP,Maharastra,77000.00,18022.16,,,
2014-2015,April,TSP,Maharastra,0.00,0.00,,,
2014-2015,April,UREA,Maharastra,238300.00,48106.53,,,
2014-2015,April,DAP,Manipur,300.00,0.00,,,
2014-2015,April,MAP,Manipur,0.00,0.00,,,
2014-2015,April,MOP,Manipur,200.00,0.00,,,
2014-2015,April,NPK,Manipur,0.00,0.00,,,
2014-2015,April,SSP,Manipur,100.00,0.00,,,
2014-2015,April,TSP,Manipur,0.00,0.00,,,
2014-2015,April,UREA,Manipur,3000.00,0.00,,,
2014-2015,April,DAP,Megalaya,250.00,0.00,,,
2014-2015,April,MAP,Megalaya,0.00,0.00,,,
2014-2015,April,MOP,Megalaya,30.00,0.00,,,
2014-2015,April,NPK,Megalaya,0.00,0.00,,,
2014-2015,April,SSP,Megalaya,500.00,0.00,,,
2014-2015,,,,,,,,
2014-2015,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
